Area of mother cell,Major axis of mother cell,Minor axis of mother cell,Circularity of mother cell,Mean intensity of mother cell,Max intensity of mother cell,Min intensity of mother cell,Axis ratio of mother cell,Area of daughter cell,Major axis of daughter cell,Minor axis of daughter cell,Circularity of daughter cell,Mean intensity of daughter cell,Max intensity of daughter cell,Min intensity of daughter cell,Axis ratio of daughter cell,Area ratio,Major axis ratio,Minor axis ratio,Circularity ratio,Mean intensity ratio,Max intensity ratio,Min intensity ratio,Axis ratio ratio,Area diff,Major axis diff,Minor axis diff,Circularity diff,Mean intensity diff,Max intensity diff,Min intensity diff,Axis ratio diff,Area of phenomenon,Major axis of phenomenon,Minor axis of phenomenon,Circularity of phenomenon,Mean intensity of phenomenon,Max intensity of phenomenon,Min intensity of phenomenon,Extent of phenomenon,Axis ratio of phenomenon,Cross area,Cross major axis,Cross minor axis,Distance between 2 cells,Distance of mother cell to celtroid,Distance of daughter cell to celtroid,Distance ratio,Percentage coverage cell 1,Percentage coverage cell 2,Average coverage area,Distance factor,Intensity factor,Circularity factor,Path length,Range of area change in phenomenon,STD of area change in phenomenon,Range of circularity change in phenomenon,STD of circularity change in phenomenon,Range of extent change in phenomenon,STD of extent change in phenomenon,Range of mean intensity change in phenomenon,STD of mean intensity change in phenomenon,Range of minor axis change in phenomenon,STD of minor axis change in phenomenon,Range of major axis change in phenomenon,STD of major axis change in phenomenon
80,14.501728518428552,7.386296093293047,0.8605659589077878,1.106223035433556,1.7055383691792714,0.9029320778007908,0.5093390132015412,21,6.547612582507414,4.98291578711696,0.6487191618062658,1.282792392062007,1.784282445731666,0.9577612866594951,0.7610278898341215,0.2625,0.45150566528581876,0.6746163062216772,0.7538285184201412,1.1596146084222962,1.0461696306429549,1.0607235142118863,1.4941480430696739,59,7.954115935921138,2.4033803061760866,0.211846797101522,-0.17656935662845097,-0.07874407655239457,-0.05482920885870435,0.2516888766325803,298,22.8566995111877,17.723687544255885,0.6314379968663734,1.9234126397515703,2.388570322089301,1.295485881650876,0.0003941502446059221,0.7754263705300343,0.3389261744966443,0.9209265358120894,0.697891556118003,21.434123759837743,11.977886920244877,9.870074218543454,1.2135559120458648,0.4875,0.9523809523809523,0.7199404761904762,0.7414224411442908,0.8052568609615589,0.36856200313362664,10,151,44.68825349015108,0.2527000464561934,0.07366811323344201,0.11727542298970872,0.03450931364618526,1128.9737432206925,374.47901262967355,6.127435339847615,2.139991465472163,5.1243794403801,1.7398861410329967
51,15.485494270371891,5.8290003414013505,0.9264504227358938,1.10821766708543,1.7061793407669372,0.9285870364116724,0.3764168091524123,17,5.310388884457181,4.721347199349194,0.4577567299300872,1.3898060012498443,1.6279310585676654,1.2513612004836692,0.8890774860515327,0.3333333333333333,0.34292666360785456,0.8099754542498678,0.4940973836228486,1.2540911794927263,0.9541383016839843,1.347597103357472,2.3619494784345365,34,10.17510538591471,1.1076531420521567,0.46869369280580664,-0.2815883341644143,0.07824828219927182,-0.32277416407199677,0.5126606768991204,340,23.173087599887577,20.23812866641544,0.487099953331113,1.5534495537398887,2.5033337156720203,1.125430371319216,0.0004518413034604697,0.8733462288604832,0.2,0.8974152911297828,0.521310429173154,7.675562764039757,8.089239368456875,4.54341554627785,1.7804313266225247,0.803921568627451,1.0,0.9019607843137255,0.9948609638633744,0.6205523234935,0.512900046668887,7,416,161.9318324707867,0.7017244923457308,0.2801576055757347,0.4461538461538461,0.17288975635962234,995.60147601476,368.86732143786054,22.387745038646223,9.191360718371302,27.012856710095047,11.520258971611076
25,8.843351121411382,3.8170068042161063,0.902053385730091,1.0731488566502305,1.4685015732498228,0.8770893088574065,0.4316244771706994,19,7.921641893621606,3.766884384218177,0.8797059183083917,1.1071025171108535,1.2442147021698622,1.01932000759104,0.47551813560913664,0.76,0.8957737609718844,0.9868686584622888,0.9752260034991034,1.0316392830782184,0.8472682119205297,1.162162162162162,1.101694090025108,6,0.9217092277897763,0.050122419997929324,0.02234746742169924,-0.03395366046062298,0.2242868710799606,-0.14223069873363348,0.04389365843843723,324,23.291085514089694,18.76968245687911,0.5920869389204043,1.5351088983334156,2.4890372278385864,1.1056309444293988,0.000431874591296458,0.8058740948559306,0.13580246913580246,0.7198029909293486,0.40405005283692363,14.361978274060936,6.885316207472502,7.699731601373768,0.8942280801377596,0.32,1.0,0.66,0.937644671892941,0.6167480667480668,0.4079130610795957,3,136,55.5297717945568,0.2047416507444758,0.08381243858878853,0.139240613611323,0.0616313915998806,154.85852713178292,63.36971186677775,1.5487375937668695,0.63577387000343,6.801587077636551,2.8000089485157846
45,9.739955479043143,5.879735704741797,0.7972329966850075,1.1343734554095333,2.1340441795867533,0.5934793406408897,0.6036717228731546,38,9.090425250006968,6.057084157994458,0.7456706333849867,0.9651340325655546,1.63706554474113,0.7492590514246772,0.6663147203140816,0.8444444444444444,0.933312813345633,1.0301626573299267,0.9353233452272757,0.8508080191431493,0.7671188630490955,1.262485481997677,1.1037699714387479,7,0.6495302290361753,-0.17734845325266146,0.05156236330002073,0.16923942284397864,0.4969786348456233,-0.1557797107837875,0.06264299744092694,178,17.975051631434887,16.094615332316863,0.4452901727338116,1.8483137992573173,2.8226456445115486,1.1076902443785246,0.0004544213130041655,0.8953863200131507,0.46629213483146065,1.0475842359261667,0.7416654338279184,8.661150334617222,2.854347517925321,8.482734775082255,0.3364890679253429,1.0,0.23684210526315788,0.618421052631579,0.36638448531689344,0.6548160952655335,0.5547098272661883,2,5,2.5,0.04557618453799406,0.02278809226899703,0.02322984749455337,0.011614923747276684,64.28115866727285,32.140579333636424,0.1471891394596785,0.07359456972983924,0.5773516294266976,0.2886758147133488
51,11.714482608707844,5.809056540174514,0.8683872093988715,0.9358366284220984,1.562764352064159,0.758878923288577,0.495886735608486,32,8.089806412002588,4.9898679558002135,0.7871126147311468,1.162595932604221,2.093841116810818,0.7332598355498203,0.6168093155352773,0.6274509803921569,0.6905816229552564,0.8589807865168944,0.9064074254110838,1.2423065066008994,1.3398316349136021,0.9662408759124088,1.2438512088418967,19,3.6246761967052556,0.8191885843743005,0.08127459466772469,-0.22675930418212265,-0.5310767647466592,0.025619087738756652,0.12092257992679128,181,17.805979046544195,15.13572416902783,0.5267245073495562,1.774151473203209,2.8354098456813164,1.090542248338968,0.0004914737552427095,0.8500360541514502,0.4585635359116022,1.1122269081044478,0.7134726013356217,8.276900770640077,6.707553261483519,3.0482614044595375,2.2004521172857814,0.19607843137254902,1.0,0.5980392156862745,0.5919679223912154,0.6244133156221068,0.4873772245063057,2,2,1.0,0.16289482408079703,0.08144741204039851,0.06781045751633985,0.033905228758169925,85.23883182035343,42.61941591017671,0.9972483249843584,0.4986241624921792,1.5738262802764744,0.7869131401382372
84,19.088382069549645,7.162741917796181,0.9269273203005158,0.9406732082422591,1.8534642910086454,0.7284205280571773,0.3752409131218303,42,8.737480912687442,6.109448546373515,0.7149035231395562,1.131931311804139,1.8025794120151775,0.7200558904144154,0.6992231064564802,0.5,0.4577381614037227,0.8529483005934212,0.771261680913429,1.2033204537835882,0.9725460699511094,0.9885167464114832,1.8633978385759389,42,10.350901156862204,1.053293371422666,0.21202379716095965,-0.1912581035618799,0.05088487899346794,0.008364637642761852,0.32398219333464995,169,17.137364056070634,15.64334716446938,0.40835973855456165,1.7950850596498429,2.8544325955924794,1.10273806257077,0.000461968549551226,0.9128210799097763,0.7455621301775148,1.6236956215200566,0.8484239545814546,8.087224675242167,6.254737355159513,2.6746171907623166,2.3385542337656156,0.42857142857142855,1.0,0.7142857142857143,0.4052013794362313,0.628876317633714,0.5916402614454384,2,21,10.5,0.2544540268840786,0.1272270134420393,0.0030228758169934533,0.0015114379084967267,114.45674244783595,57.228371223917975,0.27633293608709764,0.13816646804354882,3.3852543293705146,1.6926271646852573
213,18.689251358559517,15.327300051290653,0.5722014393137543,0.8342817502649071,1.42487295491979,0.5212538394675001,0.8201131097886851,62,13.442937536783978,7.4749126442904075,0.8311504729735073,1.0916093298880754,1.4074415967498952,0.8934976816762219,0.5560475620627386,0.29107981220657275,0.7192871067372759,0.4876861951731006,1.452548728242125,1.3084420575440607,0.9877663772691397,1.7141316073354909,0.6780132586906371,151,5.246313821775539,7.852387407000245,-0.25894903365975297,-0.2573275796231682,0.01743135816989483,-0.37224384220872175,-0.2640655477259465,632,40.512603229159716,35.01088955888371,0.5031527781114463,1.3271632169871632,2.0512772452831074,1.0813065084099274,0.000222109241197047,0.8641974785190787,0.435126582278481,0.7931405620514592,0.6512891555420418,16.01009938382313,12.803100152441736,13.458273611348535,0.951318164734418,1.0,1.0,1.0,0.693044635725592,0.645048536468081,0.4968472218885537,5,707,327.8125073879885,0.9728783841900691,0.36721422597916353,0.625,0.29680268391549264,449.23259493670867,181.8991927180642,37.96770743071957,17.695999225145865,44.581062471708464,20.07661002024819
60,9.524528600105237,8.009648310437136,0.5411134877623408,1.2788640550127455,2.0800492567590507,0.722694279169237,0.8409495783705911,34,10.372932374540717,4.445851521644986,0.903493768658626,1.0656760000614194,1.8725902757699588,0.8700993446088549,0.42860122491079433,0.5666666666666667,1.089075670834366,0.5550620138779038,1.6696936762652717,0.8332988920005251,0.900262467191601,1.2039660056657224,0.5096634042450493,26,-0.8484037744354804,3.56379678879215,-0.36238028089628516,0.2131880549513261,0.20745898098909188,-0.14740506543961784,-0.4123483534597968,204,18.86447051537003,17.416563190219097,0.3842072792272756,1.905517564693392,2.7945543656260865,1.160132459478473,0.00045495390567783255,0.9232468611312873,0.46078431372549017,1.0547585185830837,0.7151525646045346,10.198594429393479,2.1946511850933614,8.23390192135235,0.26653841715094273,1.0,0.5882352941176471,0.7941176470588236,0.5300619066186845,0.6818681318681319,0.6157927207727244,7,203,87.10326969658908,0.5640014852589019,0.21749012720533192,0.3633217993079585,0.1474957752633459,1278.25,505.14451098550603,17.416563190219097,7.449806606562822,19.0130846535451,8.40062879715113
89,13.164361946284252,9.941574874970334,0.6555076775457283,0.945090073475014,1.549275371740779,0.672530437752182,0.7551885093661089,50,14.29444028619506,6.21238898527802,0.9006227320140396,0.9552926563533132,1.4330946905974813,0.672530437752182,0.4346017655044298,0.5617977528089888,1.0858437609450402,0.6248898251441836,1.3739316301924047,1.0107953550297966,0.925009663703131,1.0,0.5754877889617606,39,-1.130078339910808,3.729185889692314,-0.2451150544683114,-0.010202582878299227,0.11618068114329771,0.0,-0.3205867438616791,494,31.61610406093608,28.075790093626328,0.45980132349064096,1.4716975270018182,2.2858848449689035,1.1588124639808302,0.0003778308151623353,0.8880218144371539,0.2813765182186235,0.868506827392645,0.5753698758388841,19.893197411924238,8.27806610031834,12.344851379178035,0.6705683078761798,1.0,0.2,0.6,0.7141059042311314,0.6307647623639735,0.540198676509359,3,27,11.728408057172787,0.045266050213240594,0.0204564980680624,0.028690020069330413,0.011761692218849304,46.703535929994814,19.099476042827522,0.3651979621050856,0.1494489725941293,0.7274907522378271,0.2975924048605076
163,19.33128115419681,12.048964778195282,0.7819919917361755,0.967800417339819,1.508872286942253,0.6694208806528672,0.6232884764380688,12,5.751242063590524,3.288176335733213,0.8204395693962325,0.9029651399333302,0.9981861977052967,0.818048962502971,0.5717332533349138,0.0736196319018405,0.2975096175838265,0.27290114929074616,1.0491662038311873,0.933007595114806,0.6615445232466509,1.22202486678508,0.9172851335263251,151,13.580039090606284,8.760788442462069,-0.03844757766005702,0.06483527740648887,0.5106860892369564,-0.1486280818501038,-0.05155522310315508,498,32.64209260580205,29.14433937755535,0.45036346178721387,1.4386995377114826,2.1985065867267344,1.1497868411924026,0.00036551498647581065,0.8928453126309377,0.3514056224899598,0.7684103933131107,0.5262476845071308,18.93300256382864,10.169692528813153,14.984218499568097,0.6786935554300868,1.0,0.0,0.5,0.7246336785109996,0.6543985569101718,0.5496365382127861,2,0,0.0,0.014563954916711697,0.007281977458355848,0.021957671957671954,0.010978835978835977,4.5522088353409345,2.2761044176704672,0.08844852936335101,0.04422426468167551,0.3762928210250962,0.1881464105125481
