label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,46.80937167199148,192.42705005324814,29,176,67,211
2,48.38478027867095,1360.7406216505894,30,1330,69,1392
3,74.3986280487805,1124.0754573170732,46,1107,101,1141
4,97.68222043443282,549.9710378117458,76,531,121,572
5,101.10289990645462,222.89897100093546,80,206,125,243
6,147.98281092012132,530.0626895854398,131,513,167,550
7,275.7015355086372,389.77447216890596,258,372,297,411
8,288.4995685936152,230.32355478861086,267,213,314,247
9,328.764163372859,910.8577075098814,312,897,348,927
10,341.4963072378139,764.8257016248153,325,752,359,779
11,346.49708454810497,1116.6472303206997,327,1095,368,1140
12,348.6504975124378,1209.8905472636816,334,1193,366,1229
13,443.11879895561356,1291.873368146214,428,1273,458,1311
14,554.264475743349,692.2519561815336,530,675,579,711
15,591.7339015151515,255.39772727272728,574,238,613,276
16,664.6684491978609,1052.9144385026739,649,1033,683,1076
17,676.5259179265659,852.475161987041,662,833,694,872
18,731.8830911492735,1137.007926023778,711,1114,755,1165
19,763.578373015873,555.734126984127,748,537,783,579
20,827.3107511045655,1061.3755522827687,811,1049,844,1075
21,926.7497593840232,1020.6525505293552,910,1002,946,1043
22,963.6712580348944,1272.159779614325,937,1259,991,1287
23,1027.7376490630324,1198.8960817717207,1013,1186,1040,1216
