label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,79.03283898305085,454.92161016949154,62,435,98,477
2,156.19332298136646,1304.732142857143,141,1279,177,1332
3,169.5787641427328,544.8825065274151,150,526,191,566
4,187.77317880794703,662.0397350993378,167,641,210,685
5,222.2099644128114,970.423487544484,207,954,240,990
6,332.8487394957983,791.7923169267707,319,773,347,813
7,361.2043692741367,727.7117688513038,340,707,385,751
8,489.9112781954887,1092.0887218045114,476,1076,504,1109
9,548.5088383838383,839.5088383838383,531,823,567,857
10,606.4893617021277,907.0154738878143,586,888,626,926
11,727.0904836193448,724.6474258970359,713,710,742,740
12,776.0105401844532,595.2529644268775,763,577,791,615
13,924.0612730517549,1042.2046400951815,901,1018,949,1067
14,968.768,1276.168,952,1263,988,1292
15,990.0269841269841,1350.0246031746033,968,1331,1016,1372
16,990.4710669077758,1069.5433996383363,973,1051,1011,1091
