label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,30.727011494252874,1266.66091954023,16,1251,46,1284
2,154.020979020979,798.3734265734266,139,782,170,816
3,315.30030333670373,805.1931243680485,296,788,337,825
4,410.9015025041736,8.953255425709516,395,0,430,22
5,419.1569474442045,650.0503959683225,398,630,446,670
6,479.6928508384819,1314.8667255075022,459,1296,500,1332
7,539.9776453055141,1123.047690014903,526,1107,555,1140
8,645.4917043740573,806.7933634992459,633,791,660,824
9,717.5413744740533,888.422159887798,701,874,734,905
10,752.5351941747573,674.4259708737864,717,639,782,715
11,838.6589147286821,1050.4728682170542,817,1037,861,1065
12,1027.5942275042444,1280.830220713073,1014,1267,1040,1295
