label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,44.270270270270274,221.93762993762994,26,207,66,241
2,56.85004775549188,107.36676217765043,37,92,81,127
3,132.69115598885793,295.924791086351,107,255,164,346
4,173.9096657633243,925.1978319783198,155,906,195,947
5,200.7823596792669,40.22794959908362,182,26,222,57
6,213.31417624521072,974.6850574712644,193,956,239,996
7,330.79467258601557,740.3240843507214,318,718,344,763
8,349.0509626274066,958.8935447338619,332,939,366,979
9,449.68116975748933,635.3402282453637,429,615,472,657
10,595.3441176470589,253.99264705882354,580,239,612,270
11,680.0188679245283,1120.2877358490566,666,1105,694,1136
12,692.4406952965235,295.8609406952965,675,277,712,317
13,739.3057607090103,594.8441654357459,719,573,758,620
14,779.5968834688347,1263.5338753387534,757,1242,803,1287
15,858.9578820697955,1379.222623345367,839,1365,881,1392
16,877.7585335018963,1216.7648546144121,859,1204,898,1230
17,935.6404160475483,789.3239227340267,921,774,951,806
18,943.0866242038217,1018.315923566879,924,1005,963,1032
19,962.0926784059315,1271.1890639481,936,1258,990,1285
20,1023.6061728395061,1194.5962962962963,1005,1179,1040,1213
