label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,122.23044096728307,873.8449502133712,107,860,139,890
2,322.57109826589596,739.950289017341,308,719,339,761
3,412.6156378600823,690.5588477366255,390,671,437,711
4,523.0982490272373,750.7898832684825,505,733,543,770
5,648.3030726256983,882.8016759776536,634,867,665,900
6,664.6962106615285,736.922286448298,647,707,684,770
7,685.1094276094276,573.9537037037037,664,556,707,592
8,707.0642954856361,896.9233926128591,692,882,723,914
9,726.0398505603985,452.93524283935244,710,438,744,470
10,882.1165865384615,194.40745192307693,866,179,900,212
11,886.6768243785084,1040.2036888532477,866,1021,909,1062
12,958.7532894736842,1289.5350877192982,942,1273,977,1307
