label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,17.620689655172413,1244.0773249738768,4,1224,34,1265
2,458.26507018992567,469.29810074318743,439,450,480,491
3,504.19677692960136,225.35453774385073,481,209,529,246
4,577.0,1266.5551558752998,563,1247,593,1285
5,607.3391115926328,86.25893824485374,589,71,629,105
6,702.1214142761842,766.653769179453,680,746,727,789
7,717.1455525606469,889.5970350404313,700,876,734,905
8,777.7524204702628,916.6846473029045,761,901,795,933
9,804.7252124645893,1037.1359773371105,780,1022,831,1052
10,1018.9776119402985,1275.2014925373135,997,1262,1040,1291
