label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,16.4,1260.5686274509803,0,1242,36,1282
2,51.630229419703106,1303.021592442645,40,1284,64,1323
3,305.13742897727275,807.9176136363636,269,770,340,841
4,466.1556503198294,79.74413646055437,448,63,487,99
5,515.346314325452,823.6314325452016,499,809,531,840
6,521.0427960057061,533.9914407988588,501,512,545,557
7,593.4274611398964,912.5932642487047,580,894,608,932
8,860.8164948453608,1383.179381443299,846,1373,877,1392
9,887.6384683882458,1113.0178094390026,870,1093,908,1134
10,945.0830324909747,1090.3291215403128,923,1063,969,1118
