label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,37.40311804008909,822.9749443207127,13,794,63,854
2,43.70267591674926,654.9098116947473,25,639,66,674
3,96.9047619047619,195.71753246753246,75,183,120,211
4,161.29275808936825,953.2727272727273,139,935,184,972
5,215.85546218487394,1047.6504201680673,195,1030,240,1067
6,264.2007722007722,1202.1879021879022,251,1184,278,1222
7,297.96090047393363,419.49881516587675,278,404,319,435
8,317.0763888888889,818.8418209876543,297,796,339,840
9,313.7261904761905,59.8531746031746,299,45,331,78
10,324.39408866995075,660.9384236453202,310,641,340,681
11,382.9146153846154,899.5046153846154,361,882,410,922
12,387.18333333333334,1033.5013888888889,362,1012,416,1054
13,415.7264957264957,823.3102564102564,396,804,436,844
14,449.52284263959393,808.6256345177665,437,790,464,829
15,466.9690332326284,119.77719033232628,446,100,491,143
16,568.6850152905199,944.525993883792,545,925,592,969
17,573.858064516129,1288.83133640553,556,1268,594,1309
18,607.4374393792434,511.2444228903977,585,497,631,527
19,620.6900428265525,951.4384368308351,598,925,647,979
20,619.9734513274336,1026.1935840707965,598,1014,643,1040
21,683.9422899353648,836.2137580794091,647,813,727,863
22,718.5677130044843,238.92645739910313,699,219,741,261
23,726.3126684636119,1046.688409703504,704,1015,748,1078
24,726.2660550458716,613.9908256880734,709,596,746,633
25,760.0898528272656,207.56700232378,743,181,780,237
26,806.3694942903752,1226.9331158238174,778,1213,836,1242
27,815.25,1341.6067415730338,799,1321,834,1365
28,886.8130360205832,764.7401372212693,869,742,908,790
29,971.7462845010616,1304.0498938428875,949,1292,996,1317
30,983.5694183864915,1374.310506566604,959,1362,1009,1389
31,1004.1642487046632,1236.7772020725388,972,1216,1039,1256
32,1002.3049267643142,1027.5699067909454,986,1013,1020,1042
33,1022.4071190211346,890.0956618464961,1005,874,1040,908
34,1030.2249657064472,739.960219478738,1018,719,1040,761
35,1032.4483568075118,31.643192488262912,1023,16,1040,49
