label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,80.33145434047351,457.4543404735062,64,441,100,477
2,155.8153735632184,1305.5739942528735,138,1280,177,1333
3,191.3991150442478,664.124778761062,172,645,212,686
4,197.47080291970804,817.2542579075425,182,799,212,838
5,221.62122519413288,970.0672993960311,205,950,240,992
6,332.3245033112583,783.2516556291391,315,769,350,800
7,362.0923344947735,725.4668989547039,342,699,385,755
8,491.0,1091.713567839196,475,1074,508,1110
9,545.692480359147,841.6632996632997,527,824,566,861
10,607.6241258741259,909.6864801864801,581,888,635,932
11,744.3333333333334,812.3765182186235,727,798,760,829
12,772.3237639553429,604.9960127591706,753,580,792,631
13,962.9958437240233,1284.753948462178,944,1264,982,1306
14,991.7955418908532,1354.8677940046118,971,1335,1015,1376
