label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,17.049537648612947,1167.885072655218,0,1144,41,1194
2,76.2354031510658,596.5236329935125,57,580,100,617
3,99.24511400651465,1304.9584690553745,78,1287,122,1324
4,98.98871794871795,555.1907692307692,85,534,115,579
5,140.47540983606558,1110.867888138862,122,1095,162,1130
6,236.17588932806325,600.7005928853755,219,582,257,623
7,304.73728813559325,709.3785310734463,290,694,321,727
8,383.7124563445867,1086.4807916181608,365,1072,404,1102
9,510.8968481375358,775.0229226361032,497,760,526,791
10,513.9601769911504,1111.2477876106195,499,1097,529,1128
11,720.3084967320261,887.0117647058823,704,873,737,902
12,748.7460106382979,1324.6170212765958,733,1308,765,1342
13,865.1939078751857,970.6946508172363,846,949,886,995
14,929.726443768997,1136.3975683890578,910,1111,952,1163
15,988.8053527980535,1045.1354420113544,969,1027,1010,1066
