label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,43.73900293255132,216.43401759530792,23,202,67,235
2,169.81134020618558,19.088659793814433,153,0,189,42
3,175.59068865179438,928.7924345295829,158,911,196,949
4,215.2616899097621,973.9515996718621,195,956,238,994
5,333.4512195121951,636.7823170731707,312,612,357,666
6,331.6167664670659,911.6916167664671,316,899,349,927
7,330.0068259385666,738.9044368600682,318,717,342,761
8,348.36430834213303,1131.9144667370645,326,1119,372,1147
9,347.30555555555554,305.93906810035844,328,288,370,327
10,347.9701834862385,957.697247706422,331,938,365,978
11,601.0603700097371,252.69814995131452,579,237,625,271
12,651.1841704718418,850.0289193302892,639,834,666,867
13,668.7860310421286,816.4124168514412,653,798,686,835
14,690.6946494464945,304.35239852398524,673,285,712,327
15,750.6969365426696,576.164113785558,734,560,770,594
16,848.8501118568232,982.4574944071588,827,969,872,998
17,863.0753045404208,1379.5669988925804,842,1364,888,1392
18,879.1064690026955,1217.2978436657681,861,1204,898,1231
19,943.9949367088608,1017.9481012658227,925,1004,964,1033
20,962.2803493449782,1271.3301310043669,935,1258,991,1286
21,1023.8532338308457,1195.0746268656717,1005,1180,1040,1215
