label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,10.00531914893617,551.3484042553191,0,532,23,572
2,21.85665236051502,747.9278969957081,3,728,43,770
3,129.195791399817,1332.444647758463,109,1315,152,1353
4,130.57749259624876,668.6870681145114,111,653,153,687
5,243.40683229813664,831.4358178053831,227,814,263,851
6,324.7687723480334,884.6758045292014,305,871,343,900
7,438.04539385847795,1217.3391188251,419,1206,458,1230
8,456.6303607896528,1002.7699115044247,432,985,484,1023
9,501.123326286117,1258.2600422832982,478,1239,525,1279
10,521.5693473193473,964.4551282051282,501,933,546,998
11,590.2307217766811,866.2763726095003,566,844,616,887
12,619.5840707964602,738.6814159292036,602,723,638,755
13,726.3466666666667,893.0036363636364,710,877,743,909
14,734.1577181208054,997.3806327900288,712,971,760,1028
15,801.2802241793435,762.6317053642914,782,744,824,785
16,899.956628477905,619.7602291325695,881,600,922,641
17,915.5944849959449,337.1954582319546,898,317,938,362
18,1029.6233090530698,1352.312174817898,1017,1326,1040,1378
