label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,23.43016759776536,1087.5642458100558,7,1073,41,1104
2,47.34280303030303,724.8087121212121,30,706,67,746
3,107.04895366218236,1101.153961136024,75,1069,143,1136
4,118.92857142857143,169.32835820895522,103,152,138,190
5,148.0459492140266,673.3083434099153,131,658,166,691
6,177.15480132450332,859.75,157,842,201,880
7,233.8589015151515,541.3068181818181,216,522,254,563
8,348.1846635367762,1001.5070422535211,328,982,371,1023
9,347.0941828254848,803.909972299169,334,786,362,823
10,463.69451697127937,964.266318537859,446,950,482,980
11,531.2139148494289,940.0072689511942,512,923,551,958
12,534.3721934369603,1211.0120898100172,517,1192,555,1232
13,566.837273991655,10.229485396383867,550,0,588,26
14,605.3075718015666,852.1890339425587,578,828,631,877
15,645.6315789473684,899.0846233230134,631,876,660,922
16,712.2446183953033,254.29745596868884,695,235,732,276
17,717.9959225280326,857.7624872579001,700,840,738,877
18,718.614201183432,991.61775147929,703,973,736,1012
19,767.4194857916103,744.5345060893098,752,729,785,762
20,775.8744444444444,522.6611111111112,756,508,796,537
21,844.9726315789474,1080.677894736842,823,1058,865,1103
22,846.3243606998655,976.8034993270525,829,963,865,992
23,926.9040752351098,830.6796238244514,905,808,952,854
24,936.9530791788857,1345.1700879765397,925,1328,951,1363
25,953.0101351351351,1070.563063063063,930,1045,976,1098
26,991.9778597785978,1275.918819188192,966,1264,1019,1289
27,990.8437001594897,953.8078149920256,971,935,1012,975
