label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,46.15444015444015,425.2181467181467,21,413,72,438
2,67.59169054441261,507.0148042024833,27,488,108,527
3,121.60176991150442,1233.8115044247788,103,1216,143,1255
4,260.22527075812275,735.54440433213,241,714,283,759
5,303.152791380999,659.4809010773752,289,635,319,685
6,334.6238341968912,796.6476683937824,317,778,354,818
7,339.3645833333333,1291.3816287878788,322,1272,360,1314
8,344.1398692810458,225.91503267973857,329,211,362,244
9,346.6424914675768,1023.9752559726962,329,1005,368,1047
10,404.6581045172719,1138.9875996457042,389,1115,421,1165
11,438.4163675520459,984.013639626705,418,963,460,1007
12,442.68437025796663,851.4779969650987,422,832,466,873
13,556.8330788804071,940.5053435114504,532,909,584,971
14,718.5736278447122,578.4518072289156,695,560,746,601
15,768.973715651135,1222.47311827957,753,1206,787,1240
16,773.1841876629019,982.9435273675065,754,965,797,1006
17,795.9737226277372,1157.607299270073,776,1138,820,1179
18,795.8203753351206,1119.2613941018767,778,1106,814,1134
19,836.9625970359915,963.5857445306987,816,941,860,989
20,838.8180978762696,1262.2345337026777,819,1244,860,1283
21,867.5448548812665,1144.3707124010555,855,1125,881,1164
22,911.4638694638695,100.90326340326341,895,85,930,119
23,930.1925545571245,1356.3735558408216,917,1339,945,1376
24,965.819430814524,732.3012757605495,947,717,988,751
25,1000.9919401266552,1187.7777777777778,974,1164,1034,1209
