label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,19.61259842519685,1131.259842519685,0,1111,42,1154
2,50.04463519313305,422.6197424892704,22,410,79,436
3,92.47789275634996,733.8212605832549,76,715,113,756
4,98.33042846768338,227.71604938271605,82,204,122,258
5,104.08,338.37894736842105,88,319,122,360
6,249.5076923076923,731.1685618729097,235,697,265,766
7,275.08166666666665,1106.0141666666666,258,1084,297,1132
8,299.83937455579246,1253.7348969438522,274,1237,328,1276
9,297.58679446219384,670.9137380191693,282,649,314,693
10,402.02963776070254,84.53018660812295,386,67,421,105
11,433.29532403609517,1099.6054142739952,413,1079,456,1123
12,484.3405136702568,1317.5782932891466,466,1298,507,1341
13,536.8016055045872,874.3864678899082,519,856,556,894
14,561.0605143721634,905.9137670196671,545,893,578,920
15,580.804794520548,102.84817351598174,564,88,601,121
16,599.1420029895366,1377.5037369207773,585,1362,614,1392
17,625.2807991120977,1167.1825749167592,603,1138,648,1193
18,657.3843725335438,980.6961325966851,634,962,681,1002
19,648.948275862069,1111.0078369905957,635,1097,664,1127
20,686.5560344827586,1312.8189655172414,673,1297,701,1329
21,696.1927023945268,49.89623717217788,676,35,716,65
22,719.5981818181818,204.92818181818183,702,187,740,227
23,771.1652542372881,1215.162429378531,742,1188,797,1246
24,780.1660682226212,954.6633752244165,757,938,803,973
25,827.4472753007785,1245.3043170559095,805,1226,851,1266
26,894.9662832209441,1266.2030940103134,856,1230,930,1304
27,880.341935483871,1379.463440860215,857,1364,901,1392
28,886.066450567261,260.55024311183143,867,241,908,283
29,926.3375350140057,1146.497198879552,909,1134,945,1160
30,928.6292517006802,1240.8299319727892,910,1223,945,1257
31,966.5834101382488,745.8442396313364,944,729,991,765
32,960.2352941176471,1040.616852146264,946,1026,975,1056
33,964.5937149270483,1373.598204264871,950,1352,980,1392
34,987.4300608166811,1342.2380538662032,972,1317,1004,1370
35,993.8654320987654,196.31358024691357,978,181,1012,214
36,1012.5893333333333,1178.6013333333333,994,1165,1030,1194
37,1023.3202328966521,1218.707423580786,1010,1202,1038,1236
38,1028.7064676616915,1367.0829187396353,1015,1351,1040,1382
