label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,199.13693693693693,143.0792792792793,180,123,221,165
2,215.99169262720665,262.70404984423675,198,247,238,282
3,261.1430948419301,766.0016638935108,244,745,281,791
4,518.1428571428571,887.1492063492063,504,873,533,902
5,563.5689488910318,986.6894889103182,540,973,586,1003
6,676.2484042553192,1038.4313829787234,654,1007,700,1071
7,915.4348958333334,1306.4205729166667,900,1291,933,1324
8,935.3078924544666,765.3859496964441,916,746,958,788
9,940.6214421252372,500.5787476280835,922,483,961,520
10,1021.2636439966415,673.6616288832913,998,656,1040,695
