label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,118.04785478547855,1267.490099009901,100,1247,138,1291
2,259.06190476190477,769.375238095238,246,745,273,795
3,270.31561822125815,326.06290672451195,255,308,289,348
4,313.3761169780666,276.8489033306255,290,260,339,296
5,536.9893333333333,995.2106666666666,523,978,552,1013
6,598.6472148541114,1175.997347480106,584,1161,616,1194
7,659.931129476584,1152.137741046832,642,1120,681,1188
8,739.2987012987013,1253.725974025974,721,1239,758,1269
9,937.4895209580839,612.3278443113772,918,592,958,635
10,946.2243467176546,722.5876354365838,928,695,967,752
