label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,48.7875,421.4114583333333,26,409,73,436
2,252.46480231436837,769.5872709739633,240,745,266,795
3,302.36422764227643,661.3723577235772,284,635,322,689
4,453.27016129032256,214.1804435483871,436,197,474,235
5,459.0852052672347,972.5662277304415,442,951,479,997
6,514.340272792534,912.5111270638909,495,891,535,935
7,531.9052013422819,1060.3909395973155,510,1040,549,1087
8,628.8598462448256,1031.4429331756357,606,1009,653,1058
9,667.7571801566579,1095.4314621409922,644,1074,692,1119
10,668.3596837944664,1053.3106719367588,646,1031,690,1073
11,708.9408543263964,1006.7327491785323,692,988,728,1027
12,801.106960950764,1248.3794567062819,782,1229,823,1269
13,945.1305970149253,759.9527363184079,927,746,964,775
14,982.4397212543554,443.2850174216028,959,425,1007,466
15,1001.0469094922737,724.3907284768212,965,708,1033,748
16,1018.6695526695527,1295.7792207792209,1002,1282,1036,1311
17,1029.8559201141227,765.8573466476462,1018,746,1040,785
