label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,52.74647887323944,420.5833333333333,32,409,75,434
2,157.79568884723523,376.6438612933458,141,357,178,400
3,257.49812382739213,762.827392120075,243,743,276,787
4,360.57561728395063,1274.4799382716049,347,1260,376,1290
5,482.39494833524685,128.58783008036738,462,115,504,143
6,601.9836272040302,1009.4307304785895,590,989,615,1031
7,620.2261640798226,1208.6851441241686,604,1192,639,1227
8,683.7144039735099,1155.632450331126,664,1134,704,1178
9,738.320205479452,1142.2722602739725,721,1122,759,1166
10,771.1940056703119,678.987444309437,743,651,801,710
11,760.8474246841594,1342.9990281827017,747,1318,775,1369
12,944.890625,580.7913602941177,932,556,960,607
13,979.0016891891892,742.972972972973,953,729,1007,758
14,1001.1524064171123,1113.3636363636363,982,1094,1022,1134
15,1016.9344262295082,491.3204172876304,997,470,1040,515
