label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,263.20555188367484,770.300727032386,245,746,284,797
2,508.6331168831169,891.2881493506494,488,872,531,914
3,569.6796296296296,992.6796296296296,545,977,596,1009
4,588.8727490996398,1070.1200480192076,572,1052,607,1089
5,623.7979274611399,1178.9060880829015,602,1158,649,1203
6,631.0967741935484,983.4187344913151,607,959,656,1007
7,891.6780626780627,786.6987179487179,871,766,916,810
8,908.3621236133122,1307.2939778129953,891,1286,927,1330
9,908.1524163568773,1368.6440520446097,891,1349,927,1390
10,937.9898028552005,689.0339904826649,919,665,959,717
11,941.7309269893356,747.2050861361772,923,727,962,769
12,948.4348659003831,1377.1159003831417,928,1359,970,1392
13,988.5103969754254,1278.068998109641,971,1257,1008,1301
14,1022.2795549374131,657.0319888734354,1007,627,1040,690
