label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,45.09366869037294,509.40416305290546,22,493,71,529
2,55.744791666666664,423.9479166666667,36,413,76,436
3,253.06266786034018,708.1450313339302,238,685,269,733
4,300.22337417530633,668.7624882186616,283,644,317,694
5,301.84110371075167,1267.9980970504282,285,1249,323,1290
6,348.4472934472935,208.6951566951567,336,192,363,227
7,374.66943866943865,922.9449064449065,358,903,393,944
8,411.02653631284915,1273.3854748603353,397,1257,427,1291
9,428.1401584399756,1116.8202315661183,405,1097,454,1142
10,488.1255186721992,1304.9917012448134,470,1287,509,1326
11,493.87972508591065,215.12485681557845,480,194,509,237
12,516.782172002511,880.4262397991212,489,861,546,901
13,546.969387755102,392.5655976676385,524,374,572,414
14,554.1809720785936,908.5336091003103,536,891,574,929
15,573.1239488117002,1008.8460694698355,537,985,610,1037
16,553.9508742714405,68.34637801831806,538,47,574,92
17,669.543771043771,995.303872053872,651,976,691,1017
18,678.2447552447552,641.2287712287713,661,624,698,661
19,736.93724420191,547.0900409276944,715,527,762,570
20,847.4418604651163,1197.7065337763013,825,1186,871,1210
21,964.269212179797,866.5944900918319,929,841,998,890
22,963.4856115107914,744.9154676258993,945,727,985,767
23,967.1205882352941,813.489705882353,952,800,984,829
24,992.9799713876968,1221.793991416309,979,1205,1008,1240
25,1024.4712,459.4848,1006,432,1040,485
