label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,40.07910074937552,424.0990840965862,12,411,69,438
2,44.195454545454545,507.91545454545457,19,493,71,524
3,119.77652050919377,996.6718528995757,102,983,138,1010
4,183.23921971252568,146.93429158110882,164,129,204,167
5,259.1787148594378,757.0903614457832,243,740,279,777
6,298.1470281543274,127.16058394160584,278,112,321,145
7,304.01710376282784,657.3888255416192,291,636,318,680
8,414.7121848739496,1168.8046218487395,391,1149,439,1192
9,473.25908372827803,932.7535545023696,459,919,488,949
10,546.4386422976502,948.6666666666666,525,930,570,969
11,566.8481960517358,637.0122532334922,545,615,592,663
12,633.1321713870733,1109.3122730573712,612,1086,654,1132
13,715.2944827586207,949.1296551724138,695,928,739,972
14,764.6637806637807,1135.3073593073593,749,1120,781,1151
15,800.6214902807775,1213.5680345572355,769,1180,832,1244
16,791.8640850417615,1373.343204252088,771,1354,814,1392
17,834.4942965779468,878.1768060836501,816,861,855,898
18,841.3523523523523,139.1001001001001,824,121,862,160
19,998.2046227056425,1208.5248130523453,976,1182,1029,1230
20,1005.008064516129,714.8649193548387,988,698,1024,734
21,1016.4009216589861,530.647465437788,1003,512,1031,551
