label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,48.80093896713615,421.818779342723,24,409,75,435
2,77.88310580204778,615.2329351535836,61,595,98,638
3,88.52460538532962,16.736304549675022,70,0,112,38
4,129.12347988774556,694.5163704396632,113,675,148,718
5,152.28571428571428,1155.0480404551201,138,1136,168,1174
6,190.1765704584041,940.5008488964346,171,922,212,962
7,239.4331983805668,1001.1327935222672,222,979,260,1026
8,259.0209555741827,764.1592623637888,242,744,280,788
9,286.43037974683546,272.34282700421943,270,255,306,293
10,291.81946403385047,683.293370944993,275,668,309,699
11,515.3450608930988,934.2787550744249,502,916,529,953
12,630.3142144638404,1088.21072319202,616,1068,644,1108
13,714.2985074626865,1113.9457711442785,688,1089,743,1144
14,765.4984462399005,403.83530142945926,742,385,793,427
15,764.509884678748,1136.6169686985172,745,1118,786,1158
16,764.3380503144654,1101.9716981132076,750,1088,780,1116
17,782.05200729927,211.90419708029196,763,194,804,233
18,876.4962292609351,828.080693815988,856,809,900,850
19,889.3966049382716,945.5432098765432,876,930,903,961
20,905.6710144927537,1163.2304347826087,891,1149,923,1177
21,932.6889534883721,715.1065891472869,917,692,950,739
22,999.5996064928677,917.3089030988687,978,888,1023,949
23,1031.9057301293901,760.271719038817,1022,741,1040,780
