label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,81.40702087286527,428.938330170778,56,414,107,446
2,261.16446124763706,761.8015122873346,245,743,280,784
3,274.6181630546956,344.55417956656345,257,328,295,364
4,316.67798353909467,260.9619341563786,296,248,340,275
5,348.8543307086614,279.6377952755906,331,261,369,301
6,514.5838150289018,890.58612716763,497,872,532,909
7,574.2578302315025,993.7226509305492,535,972,610,1020
8,570.4236176194939,426.3261480787254,553,408,591,448
9,620.2577079697498,863.0668993600931,599,838,644,890
10,625.7812911725955,1167.9038208168643,607,1156,646,1181
11,677.6104887983706,1067.3559063136456,655,1039,700,1097
12,948.9225759768451,757.4580318379161,928,739,976,780
