label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,12.36087689713322,291.6559865092749,0,280,29,306
2,22.399053627760253,1318.1514195583595,5,1297,42,1342
3,46.86166924265842,425.112828438949,17,412,78,438
4,55.93155893536122,505.36425855513306,28,485,85,527
5,151.75122669283613,341.6324828263003,128,311,173,381
6,256.5017921146953,749.6397849462365,240,731,276,772
7,302.95942720763725,655.9952267303103,290,635,317,678
8,366.975935828877,218.14598930481284,338,186,396,253
9,521.181179775281,1053.8258426966293,507,1038,537,1070
10,550.1168014375562,938.288409703504,531,918,572,960
11,567.4627228525121,858.7512155591572,549,838,589,883
12,579.5279831045407,132.35374868004223,560,117,601,149
13,630.6973293768546,1188.753709198813,617,1173,646,1205
14,634.9720164609054,989.3160493827161,619,967,654,1015
15,639.7060833902939,879.8667122351333,622,855,659,906
16,664.012030798845,1108.2213666987489,641,1071,688,1138
17,668.9637305699482,1189.3886010362694,651,1176,689,1204
18,685.769696969697,133.63030303030303,670,114,701,153
19,703.2707979626485,1003.1897283531409,681,967,725,1047
20,714.9648093841643,1193.2126099706745,700,1179,730,1208
21,803.5554625366262,1209.1619924654667,761,1183,844,1233
22,879.4934354485777,1252.2253829321662,853,1227,907,1280
23,888.1718241042345,1345.6237785016287,869,1326,912,1370
24,902.274459974587,895.6035578144854,881,873,929,921
25,920.0330147697654,572.2041702867073,900,555,945,591
26,969.3030303030303,1320.3595413595413,949,1303,992,1340
27,1004.5416666666666,720.8703703703703,986,703,1025,740
28,1012.223245924876,1193.0354358610914,987,1170,1040,1214
29,1015.3155818540434,1232.3126232741618,998,1214,1035,1252
