label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,24.2527693856999,508.1983887210473,0,495,50,523
2,9.982935153583618,824.5,0,810,25,842
3,44.48428207306712,422.8122344944775,17,410,73,437
4,258.12863849765256,756.9596244131455,242,738,278,779
5,302.4943820224719,343.3196004993758,287,328,321,361
6,304.16336633663366,656.8106435643564,292,637,318,678
7,367.07214765100673,317.06375838926175,348,299,391,340
8,407.6718146718147,949.2594594594594,387,926,430,971
9,537.6390804597701,947.5241379310345,523,929,554,967
10,550.8006644518273,230.7231450719823,533,215,571,248
11,630.624633431085,1185.1539589442816,616,1169,646,1202
12,629.9234184239733,1124.6792452830189,617,1103,644,1147
13,661.0573476702509,315.14874551971326,645,294,681,340
14,746.54953145917,655.6967871485944,724,636,771,678
15,773.3346839546191,1278.3978930307942,752,1260,799,1300
16,783.9975155279503,1227.4260869565217,766,1213,803,1243
17,799.549043062201,1373.7763157894738,784,1354,816,1392
18,838.9503759398497,167.0157894736842,820,146,862,193
19,1010.0089126559715,1206.5965537730244,977,1187,1040,1233
20,1016.3,724.0288461538462,997,707,1037,743
