label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,325.0766839378238,727.5139896373057,303,713,349,744
2,348.2782503037667,366.4763061968408,333,350,367,386
3,402.330250990753,1285.1585204755613,388,1270,420,1303
4,577.2952218430034,1074.3336177474403,556,1058,601,1094
5,715.4239690721649,1313.2061855670104,700,1298,733,1330
6,839.8368298368298,910.060606060606,820,890,862,931
7,854.5869281045751,619.6169934640523,836,605,873,634
8,875.4656549520766,484.48562300319486,858,464,896,509
9,931.3784946236559,660.6759856630824,909,641,956,682
10,971.3950361944158,972.2368148914168,955,954,989,992
11,976.0300261096605,1380.7689295039165,955,1368,997,1392
12,997.2575163398693,199.67712418300653,982,185,1015,217
13,1026.2428964252979,704.9578368469295,1010,684,1040,729
