label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,308.7373068432671,1063.5441501103753,292,1043,325,1083
2,343.85811577752554,748.1623155505108,328,729,362,765
3,454.1100047415837,1234.687529634898,423,1208,488,1263
4,531.9184986595175,1147.7088471849866,511,1118,554,1176
5,558.7534722222222,1087.6519097222222,540,1066,581,1113
6,561.6873184898354,374.1161665053243,543,358,584,394
7,715.5488656195463,544.0898778359511,696,526,738,565
8,715.5198237885462,1026.2452276064612,700,1012,732,1042
9,787.5434956105347,1010.3471667996807,767,991,810,1032
10,786.3464788732394,459.2760563380282,773,442,801,478
11,799.1402042711235,1180.3630454967501,777,1164,821,1199
12,832.273530711445,919.5156871409633,805,889,864,946
13,829.6012658227849,1050.0367088607595,810,1036,850,1065
14,902.7112211221122,837.5313531353136,874,820,936,859
15,980.2578992314261,194.6883005977797,960,176,1003,216
16,1030.0827205882354,230.8933823529412,1019,215,1040,247
