label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,31.658385093167702,1366.222360248447,16,1351,50,1384
2,301.4311688311688,999.6597402597403,286,984,318,1018
3,327.0695278969957,1303.8274678111588,307,1286,350,1324
4,395.7170263788969,1232.4172661870505,376,1211,416,1256
5,497.1924050632911,1210.735864978903,479,1190,518,1233
6,523.32912723449,261.31019978969505,506,244,544,282
7,538.7186544342508,1085.9296636085626,519,1060,562,1114
8,555.6420878210439,661.2568351284176,538,641,575,683
9,600.3868131868132,693.7593406593406,581,677,621,712
10,686.879375,776.4425,664,754,711,802
11,742.7691924227317,801.2701894317049,711,765,780,837
12,739.1556836902801,1013.4192751235585,720,994,762,1036
13,759.8102725366876,383.311320754717,742,367,780,402
14,821.8925518925519,232.97069597069597,806,218,841,251
15,848.68580329328,691.1134846461949,823,662,880,720
16,876.364587224505,492.3044452745611,839,463,915,524
17,894.5631552670993,839.7693459810284,861,823,932,861
18,897.7054741711643,919.816499614495,870,902,927,938
19,903.5394112060778,1091.9905033238367,887,1071,923,1115
