label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,19.82215743440233,552.9183673469388,7,537,35,571
2,175.22307692307692,1257.2401709401709,154,1241,200,1276
3,319.6951219512195,1031.9556541019956,305,1014,336,1053
4,396.6530214424951,317.89571150097464,379,299,418,340
5,410.74102079395084,1130.961247637051,393,1113,431,1151
6,426.108504398827,1200.8128054740957,401,1169,454,1233
7,426.21942110177406,1271.4154995331467,409,1253,446,1293
8,449.4547896150403,1092.9382273948074,431,1074,471,1115
9,568.0194099378882,913.4021739130435,548,895,592,935
10,591.4526854219948,600.6837169650469,572,582,613,622
