label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,20.491440080563947,1308.7814702920443,5,1289,39,1331
2,151.4474431818182,933.171875,134,920,170,947
3,208.63134796238245,264.16614420062695,188,240,232,293
4,284.79726468222043,977.2687047465809,268,956,305,1002
5,321.1328502415459,998.8735909822866,301,979,341,1022
6,397.1089588377724,1227.8458434221145,378,1207,417,1250
7,440.9253271747498,1012.6481909160893,420,994,465,1034
8,487.170626349892,320.4848812095032,472,302,505,342
9,509.5848506919155,1224.9031318281136,488,1205,532,1248
10,508.0958605664488,1130.181917211329,492,1110,524,1151
11,608.9436475409836,675.9446721311475,591,653,625,698
12,660.8836987607245,235.6377502383222,642,215,682,258
13,726.5946666666666,546.448,706,521,748,573
14,720.9080459770115,1094.5560344827586,707,1078,735,1112
15,730.1916572717024,995.479143179256,711,979,751,1014
16,738.1602564102565,797.2464387464388,714,770,766,824
17,844.3241525423729,582.5169491525423,826,566,865,599
18,863.7843137254902,701.1839402427638,839,685,888,717
19,897.1979848866499,840.1450881612091,864,823,935,861
20,907.629613161405,921.9924410849267,874,897,941,948
21,929.277238403452,1342.9093851132686,911,1327,950,1362
22,1013.1177847113885,65.08970358814352,989,48,1040,87
