label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,190.21925754060325,57.23781902552204,174,41,210,77
2,264.14716703458424,1199.291390728477,242,1180,289,1220
3,302.29842931937173,997.2952879581152,287,978,318,1018
4,313.36556403731976,1298.3587786259543,295,1279,335,1322
5,338.611,470.066,324,448,354,494
6,391.0,1220.7295918367347,375,1206,409,1238
7,415.7959677419355,1254.2862903225807,394,1238,439,1274
8,498.53698630136984,1216.9744292237442,480,1198,520,1238
9,514.990375360924,259.7102983638114,497,241,537,282
10,536.635277582572,1100.4947294448348,515,1080,561,1124
11,552.4108170310702,668.8285385500575,540,648,568,690
12,586.8021712907117,644.9963811821472,573,627,602,664
13,599.3032207384132,689.2890809112333,574,665,624,713
14,717.0544718439455,792.1715126978285,663,768,767,825
15,735.8029294274301,1016.147137150466,714,993,759,1041
16,734.4368794326241,546.8241134751773,720,530,749,564
17,817.0035149384886,582.5465729349736,797,565,839,602
18,857.5208801077683,687.6448136506511,835,656,886,718
19,893.6843672456575,839.7498759305211,860,822,931,861
20,897.2282178217822,924.2430693069307,863,903,930,949
21,905.5843373493976,1086.164156626506,889,1074,923,1099
22,956.5387797311272,238.45398138572907,939,222,977,258
23,960.9265010351967,301.5113871635611,944,285,981,321
24,1004.5276724791509,64.6262319939348,984,45,1029,88
