label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,101.62017167381974,588.6598712446352,85,572,121,609
2,128.63975155279502,699.3987577639751,113,683,147,718
3,169.6680602006689,1160.0083612040135,152,1139,191,1184
4,198.2669642857143,1247.3732142857143,183,1227,218,1271
5,228.344,597.4605714285715,212,581,248,617
6,262.5357686453577,1250.1917808219177,243,1221,283,1280
7,305.8709090909091,1037.8136363636363,285,1022,329,1054
8,350.09742647058823,65.85661764705883,332,48,373,88
9,434.10531135531136,1086.165750915751,416,1068,455,1107
10,443.49394673123487,1160.5367231638418,424,1141,464,1181
11,477.9054170249355,1232.2596732588133,459,1213,500,1254
12,550.2376237623762,903.9277227722772,532,887,572,924
13,592.6545690213869,505.2845106934543,570,485,618,529
14,647.499001996008,489.2175648702595,629,473,670,509
15,723.4367693942614,1128.8884165781085,705,1109,743,1150
16,730.6720183486239,1217.8956422018348,713,1201,750,1236
17,730.1213960546282,655.7769347496206,715,642,747,670
18,755.5778443113772,814.6654191616766,723,784,792,847
19,798.9096889952153,563.3630382775119,777,539,824,586
20,861.3569424964937,625.3078541374474,841,602,883,649
21,874.3092037228541,712.5387797311272,851,700,899,725
22,868.7274909963986,288.015606242497,853,270,887,308
23,903.7061403508771,920.6447368421053,876,899,931,941
24,910.697247706422,845.8935779816513,878,823,945,871
25,952.6694915254237,903.2118644067797,935,892,971,917
