label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,270.9051896207585,1066.060878243513,254,1050,291,1086
2,492.2732371794872,1223.9222756410256,473,1204,514,1247
3,500.5269770879527,494.26459719142645,478,475,526,514
4,511.16021602160214,285.6237623762376,495,266,532,309
5,530.9901051329623,1057.1682127396414,506,1037,559,1078
6,733.3506300963677,1042.8547071905116,710,1025,760,1063
7,752.4516666666667,425.0525,733,405,773,446
8,754.3181818181819,355.47159090909093,738,339,774,375
9,801.9235668789809,941.1297770700637,781,923,826,961
10,825.1565155807366,1071.39447592068,800,1051,850,1093
11,905.59375,594.9116071428572,885,578,929,614
12,933.6785019455253,846.8015564202335,903,826,969,870
