label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,33.249350649350646,243.43766233766235,21,225,48,263
2,284.99595141700405,1066.7449392712551,265,1052,307,1083
3,321.70797413793105,1179.2844827586207,305,1160,340,1199
4,459.7640249332146,560.1024042742654,441,542,482,580
5,479.1417601890136,1220.8907265209687,457,1196,505,1249
6,557.4137931034483,1149.1467522052926,540,1127,579,1174
7,720.4950405770965,856.7786293958521,679,828,757,888
8,732.6549935149156,800.8832684824903,715,786,752,816
9,841.9647355163728,1115.2707808564232,826,1100,860,1132
10,854.0046082949309,878.7078341013824,842,852,867,906
11,881.4134529147982,710.609865470852,860,693,905,727
12,904.0549313358302,838.8795255930088,879,821,934,861
