label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,16.322033898305083,825.8922518159807,0,811,35,842
2,129.1933962264151,699.1603773584906,109,687,151,713
3,170.2442396313364,180.44546850998464,156,165,185,197
4,257.789847715736,500.2203045685279,236,486,281,516
5,340.14241486068113,1169.3668730650154,326,1155,356,1185
6,357.5081466395112,216.8869653767821,341,199,376,238
7,477.22624190064795,1227.9433045356373,448,1208,508,1249
8,514.9667013527576,1068.5005202913633,496,1049,535,1088
9,716.1717709720373,1327.5379494007989,700,1311,733,1345
10,726.6548881036514,852.8009422850412,708,836,747,869
11,844.0349462365591,872.3808243727599,827,847,862,899
12,875.831746031746,1061.762962962963,856,1044,897,1081
13,901.686595342983,838.5670232850849,875,821,928,858
