label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,9.721470019342359,1252.4158607350096,0,1240,24,1269
2,264.5226244343891,1229.4762443438915,248,1209,282,1251
3,282.4654028436019,478.34976303317535,265,460,303,500
4,311.9771167048055,998.8123569794051,297,981,330,1019
5,392.1905325443787,1228.4473372781065,377,1212,410,1247
6,481.5570209464701,1194.3297129557798,461,1173,504,1218
7,559.9851632047478,397.35385756676556,537,378,585,420
8,587.3254211332312,629.1209800918837,567,606,611,656
9,606.6433710174717,683.5030832476875,577,645,632,716
10,666.6755866611775,959.7192260189379,642,925,692,1002
11,716.7709377236936,772.6377952755905,696,748,739,799
12,745.2403846153846,815.8958333333334,722,797,771,836
13,825.301724137931,1156.9252873563219,811,1142,841,1174
14,869.9255102040817,702.7418367346938,846,689,895,717
15,894.5752617801047,836.2388743455498,861,823,929,851
16,899.307328605201,919.1386918833728,872,902,928,937
17,1021.0954356846473,569.3892116182573,1000,550,1040,589
