label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,38.24354243542435,1366.7552275522755,22,1352,57,1384
2,269.4579792256846,1195.5136921624173,252,1178,290,1216
3,305.63243243243244,999.7005405405405,290,980,320,1020
4,323.9068585944115,1303.2616426756986,304,1285,347,1324
5,398.90481717933835,1241.943702843877,378,1210,425,1273
6,497.5120817843866,1212.3475836431228,480,1194,518,1233
7,522.3720682302771,259.29637526652454,505,242,543,279
8,538.1071195297192,1093.7158719790987,518,1071,561,1119
9,557.7200342465753,662.0299657534247,540,642,579,686
10,599.8124238733252,693.074299634592,582,676,618,710
11,688.1460465116279,784.8148837209302,663,768,714,803
12,737.9715394566623,796.0304010349289,712,767,767,825
13,738.631746031746,1015.8484126984127,720,996,761,1039
14,756.9017632241813,386.7632241813602,736,368,781,409
15,830.2464412811388,230.63345195729536,806,214,856,248
16,854.9953959484346,689.610497237569,831,661,884,720
17,871.089605734767,490.2826420890937,841,463,897,527
18,892.8987875593042,839.1597258829731,860,823,930,860
19,895.0267716535433,920.0267716535433,867,903,924,938
20,905.2024456521739,1087.2758152173913,888,1073,923,1102
21,963.8460038986354,302.30214424951265,946,285,984,322
22,1002.9688164422396,63.46066619418852,982,42,1029,90
