label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,81.4514435695538,873.1469816272966,62,854,104,895
2,187.77996575342465,301.7474315068493,170,283,210,325
3,260.1309278350515,346.859793814433,243,330,281,367
4,277.22258771929825,1073.9495614035088,258,1057,297,1089
5,298.0369003690037,1195.3936039360394,275,1172,319,1219
6,477.8022974607013,1223.8772672309553,454,1201,505,1251
7,631.4084507042254,661.8920187793427,618,646,646,678
8,714.7330287206266,848.4986945169712,680,829,750,870
9,722.7008681925809,796.0142067876875,695,776,752,815
10,843.5559481743227,1110.926972909305,827,1096,863,1128
11,849.846214511041,866.0410094637224,837,836,864,897
12,891.6916868442293,714.0088781275222,873,695,913,736
13,905.5352464129757,839.211478477854,881,821,933,862
14,957.6976470588236,596.8717647058824,941,582,977,614
