label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,278.3880952380952,665.781746031746,259,645,300,690
2,277.84275184275185,1153.7788697788699,263,1136,295,1174
3,294.44,1068.156,278,1053,311,1085
4,335.43059239610966,695.9080459770115,315,679,358,716
5,342.58996728462375,747.6488549618321,325,733,363,766
6,469.0011123470523,1236.492213570634,447,1210,492,1264
7,535.2990909090909,1131.3145454545454,517,1113,556,1152
8,591.2776699029126,982.5650485436893,570,967,615,1001
9,603.4478594950604,236.51042810098792,589,218,622,258
10,693.5159705159705,1043.5741195741195,674,1026,717,1065
11,714.5845337376801,550.054586808188,692,531,738,572
12,780.5093596059113,367.2679802955665,757,354,805,382
13,828.6049766718507,568.7573872472784,813,557,846,582
14,842.2841037204058,707.0800450958286,820,696,866,720
15,902.9805663520267,837.7456968350916,874,820,936,860
16,1020.2079889807162,392.16391184573,1005,376,1037,410
