label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,263.7417218543046,1196.2771996215704,245,1180,286,1216
2,303.912512716175,996.5055951169888,288,977,320,1018
3,320.79140127388536,1299.5995222929937,300,1280,345,1323
4,402.7041015625,1236.201171875,375,1208,433,1268
5,498.6153184165232,1215.0989672977626,480,1196,520,1236
6,513.4285714285714,264.6057692307692,499,249,530,282
7,536.7300613496933,1097.9352419904567,516,1076,560,1122
8,556.486531986532,663.8728956228956,539,643,578,689
9,601.7748031496063,687.823622047244,577,663,626,712
10,718.6788710907704,791.9977116704805,667,767,766,824
11,721.2172236503856,1080.6401028277635,708,1062,735,1100
12,736.5297855440826,1014.8022239872915,716,995,759,1037
13,735.0197889182058,547.8298153034301,720,530,751,566
14,752.509954058193,384.51607963246556,738,370,768,400
15,809.5058717253839,577.8708220415538,790,561,832,597
16,856.8287189113092,687.6963866729235,834,657,886,718
17,875.8800715990453,490.99821002386636,854,465,897,524
18,894.3394088669951,839.7975369458128,860,823,933,860
19,897.7656945130993,924.6351952545724,864,903,930,950
20,904.8184480234261,1086.3528550512444,888,1073,922,1100
21,956.5225872689938,238.49281314168377,939,222,977,258
22,961.8864809081527,301.5562435500516,945,285,982,321
23,1004.7453323375654,64.63778939507095,985,45,1029,89
