label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,270.01171875,1072.87421875,250,1052,291,1095
2,410.375533428165,1297.6429587482219,395,1283,427,1313
3,467.0314371257485,1109.3293413173653,454,1093,481,1127
4,480.4754098360656,1229.4748445449407,455,1207,508,1254
5,578.5561594202899,625.0090579710145,560,606,601,648
6,722.6012184990308,831.9302132373303,674,795,773,872
7,846.6732318710832,1108.7188898836168,825,1093,871,1125
8,848.0980603448276,851.4418103448276,833,829,864,875
9,908.3392167677882,838.6359624931054,881,819,940,862
10,952.6497109826589,598.1132947976879,937,582,971,618
11,972.8678160919541,1381.3804597701148,950,1369,996,1392
12,981.3917634635692,266.54171066525873,962,250,1003,286
13,1017.7920863309353,793.973381294964,997,769,1037,817
