label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,69.45868945868946,758.5688509021842,51,737,88,780
2,209.20693641618496,1303.5757225433526,190,1290,230,1320
3,303.0493179433368,578.3095487932844,290,556,318,602
4,322.3180568285976,994.9110907424381,301,978,345,1013
5,378.495894909688,1242.7750410509032,359,1224,401,1264
6,471.0771219302025,1176.4325721671694,440,1141,505,1213
7,594.7792088316468,463.3348666053358,576,446,617,484
8,715.6217162872155,1302.1500291885582,688,1277,743,1325
9,711.9631449631449,753.59828009828,692,739,733,769
10,721.3191690273843,535.0179414542021,697,520,747,551
11,856.0199826238054,1238.6446568201563,838,1220,878,1260
12,884.3830119854091,923.3517457008859,847,905,919,945
13,898.1930333817127,834.8272859216255,868,821,930,850
