label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,27.7658175842235,856.961380443714,8,834,50,882
2,42.415980230642504,24.71499176276771,24,2,64,50
3,98.09176788124157,583.3805668016195,81,570,117,599
4,122.45391169635941,1149.8326878388846,102,1130,146,1173
5,128.0868320610687,1261.7490458015268,111,1241,148,1285
6,129.20107962213226,697.3211875843455,114,681,146,715
7,192.08546595847417,1177.2168034765814,155,1157,226,1204
8,178.411387329591,1374.187650360866,158,1356,201,1392
9,180.40027605244995,1227.222912353347,159,1205,206,1249
10,226.21577946768062,1333.966730038023,207,1317,248,1353
11,265.27513227513225,1258.7105064247921,245,1231,286,1288
12,293.74155251141553,1049.6849315068494,278,1030,314,1072
13,356.717037037037,1366.6192592592593,340,1353,374,1381
14,461.3700993204391,1186.0088865656037,438,1161,489,1216
15,478.9589877835951,1232.5785340314137,460,1214,501,1253
16,545.2705350414469,838.7377543330822,525,818,569,864
17,611.9308996088657,1008.426336375489,594,994,631,1024
18,732.5057803468208,658.1372832369942,717,645,750,673
19,741.6322505800464,1222.2993039443156,725,1205,760,1241
20,761.5431411530815,822.5872763419483,732,794,796,850
21,804.4210084033614,263.2378151260504,787,243,825,288
22,838.8791560102302,1013.0147058823529,813,992,865,1036
23,861.3654188948307,308.0427807486631,842,291,884,328
24,906.3132075471698,918.1615094339622,880,898,932,938
25,905.7479423868313,836.0679012345679,883,824,929,849
26,953.9845916795069,977.5516178736518,942,961,967,995
27,1002.7294264339153,695.4962593516209,990,676,1017,716
28,1030.597774244833,504.70111287758345,1019,485,1040,524
