label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,270.5217803030303,1067.498106060606,253,1050,291,1088
2,484.3751127141569,1223.9585211902615,465,1206,504,1244
3,500.5126825518832,494.34588777863183,480,472,527,515
4,529.8711180124224,1055.80900621118,508,1037,556,1078
5,640.223992502343,425.35426429240863,622,407,661,446
6,760.3875598086124,364.17607655502394,741,349,784,384
7,803.5797202797203,936.1685314685315,782,915,828,959
8,898.5472027972028,593.6153846153846,878,576,922,615
9,904.4556737588653,999.6542553191489,886,981,925,1020
10,928.9194699286443,845.2492354740061,899,825,963,867
