label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,197.54,252.77529411764706,183,235,213,273
2,248.05793829947328,1128.0699774266366,227,1109,272,1149
3,326.9992987377279,1003.946002805049,305,983,350,1027
4,411.5576592082616,1219.7332185886403,392,1201,432,1240
5,498.9968132568515,106.91077119184193,474,86,529,132
6,519.7033293697979,1237.513079667063,495,1213,543,1266
7,531.4046610169491,1149.469279661017,519,1126,544,1174
8,591.3273480662983,924.0621546961326,575,909,608,939
9,672.1502145922747,849.0118025751073,655,832,692,868
10,689.7067307692307,262.4751602564103,669,244,713,283
11,712.0014598540146,1111.3970802919707,696,1099,730,1125
12,729.218818380744,546.7366885485047,709,524,749,573
13,743.5917625681406,801.1387038158691,716,771,775,831
14,804.847619047619,256.28214285714284,789,239,823,276
15,846.7037037037037,1158.2948148148148,833,1143,862,1175
16,866.5850622406639,705.6489626556016,839,692,896,721
17,900.025703200776,840.6818622696411,866,823,939,861
18,916.4121524792204,932.9366580682143,883,892,950,976
19,927.9449901768173,539.5913555992141,908,523,951,559
20,971.0794044665013,395.49441687344915,953,368,993,422
21,1007.2951754385965,752.9105263157895,977,723,1040,786
22,1020.8918590522479,61.46051032806805,1002,47,1040,77
