label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,433.46907216494844,1244.963058419244,415,1226,453,1266
2,468.2115891132572,1218.883230904302,448,1201,490,1239
3,504.1923076923077,414.7852564102564,487,398,524,434
4,566.1020408163265,1087.8261526832955,546,1067,590,1113
5,639.1995268138801,744.339905362776,613,728,668,763
6,713.7686453576864,547.6666666666666,692,528,736,570
7,720.5556577736891,1113.0892364305428,703,1094,741,1135
8,788.619966442953,465.79446308724835,767,449,815,487
9,787.6202618883528,1179.8442453480359,767,1158,809,1203
10,802.4289667896679,1012.2370848708487,786,989,819,1038
11,825.9119837508463,909.2857142857143,804,882,855,929
12,851.9773321708806,570.5292066259808,834,551,873,593
13,856.6366822429907,1138.6682242990655,841,1122,873,1157
14,899.8458781362007,837.6606929510156,873,820,930,860
15,930.2343883661249,1027.2326775021386,910,1009,952,1048
16,947.3293556085919,428.8442720763723,922,410,976,453
17,972.0969441517386,187.390937829294,955,171,993,207
18,983.872268907563,1104.8672268907562,965,1086,1005,1126
19,1031.2459499263623,1360.4432989690722,1021,1337,1040,1382
