label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,66.2072968490879,1106.6990049751244,48,1086,89,1131
2,139.56273764258555,964.8517110266159,122,947,160,986
3,183.58072590738422,301.3742177722153,168,285,202,319
4,188.75719217491368,1106.4568469505177,175,1086,203,1127
5,232.32371294851794,992.9719188767551,212,973,255,1015
6,265.46456692913387,287.46325459317586,253,269,280,307
7,371.2598870056497,1070.6619585687383,353,1053,392,1090
8,425.4028648164727,1194.794091316025,408,1173,446,1217
9,427.3302845528455,239.5721544715447,411,221,445,262
10,620.260606060606,1334.569696969697,600,1314,644,1357
11,653.9883668903803,837.5123042505593,627,808,686,866
12,960.4373610081542,539.412157153447,939,520,985,561
