label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,25.433541480820697,947.5468331846565,6,929,48,970
2,70.3739213806328,306.8408437200384,49,288,93,327
3,105.8884007029877,887.4543057996485,89,868,127,911
4,131.18496420047734,698.7100238663485,111,686,153,713
5,476.1313829787234,1223.7787234042553,449,1200,505,1250
6,529.9318018664752,1063.983488872936,507,1047,558,1086
7,583.5810426540285,1093.5630331753555,561,1079,608,1109
8,592.3402545210985,991.1774949765572,572,969,615,1015
9,720.8540145985402,1332.097810218978,705,1318,737,1348
10,903.0036341611145,837.137492428831,876,820,935,859
