label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,131.62597402597402,1242.3805194805195,116,1225,147,1261
2,151.15085714285715,262.47542857142855,136,246,170,282
3,156.06291834002678,1299.4926372155287,142,1282,173,1317
4,225.80209545983703,516.5564610011642,210,501,244,535
5,619.0855263157895,503.1503759398496,601,485,640,523
6,618.8524404086265,589.5766174801362,602,574,638,608
7,695.4448757763976,888.625,674,866,717,911
8,771.9628450106158,1279.3513800424628,756,1260,789,1300
9,830.9669642857143,438.2169642857143,813,420,852,459
10,861.8674463937622,891.1686159844055,840,877,885,907
