label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,46.833035714285714,486.2839285714286,28,469,70,507
2,388.8477043673012,372.3023516237402,374,356,407,393
3,418.24119241192415,1215.1887985546523,399,1197,439,1235
4,456.86688668866884,42.85808580858086,439,26,477,62
5,522.2344827586207,1246.1103448275862,509,1229,536,1265
6,527.2844827586207,1362.844827586207,513,1346,543,1382
7,725.9771953710007,798.9908100748809,683,772,777,829
8,771.879510703364,870.2103975535168,751,842,797,904
9,794.0509138381201,1358.3942558746737,779,1343,812,1376
10,830.057486631016,1144.36564171123,807,1123,853,1166
11,837.0586560364465,919.1383826879271,815,891,859,948
12,864.6365054602184,706.905616224649,835,694,895,720
13,902.0991080277503,840.1342913776016,868,823,942,861
14,906.2854640980736,919.2171628721541,881,902,933,938
