label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,236.7522783761392,1179.454018227009,216,1162,260,1201
2,259.58752735229757,293.2516411378556,243,277,280,313
3,261.7229029217719,1080.0593779453345,245,1061,282,1103
4,483.82183563287344,1226.1787642471506,460,1207,511,1247
5,578.6726768377254,619.6601941747573,564,604,595,637
6,721.3981863149216,830.7543281121187,674,793,771,870
7,850.8096809680968,1108.6798679867986,832,1093,871,1125
8,850.486602357985,848.9989281886388,836,826,866,873
9,907.9004352557128,838.4945593035909,880,819,940,862
10,907.3808219178082,1119.194520547945,889,1107,926,1133
11,956.3234693877552,592.7775510204082,938,574,976,613
12,971.778739184178,1381.8059332509272,950,1369,995,1392
13,977.2881844380404,267.1671469740634,962,251,993,284
14,1018.2803468208092,793.8945086705203,998,770,1038,816
