label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,37.85283018867924,849.8369811320755,15,826,63,876
2,129.94960806270996,1258.605823068309,115,1240,148,1280
3,156.7964509394572,13.69624217118998,139,0,180,34
4,268.1151178918169,1261.9153952843274,251,1230,289,1294
5,279.95159629248195,1043.8558187435633,261,1028,301,1062
6,466.2300469483568,1181.283255086072,447,1161,487,1203
7,484.6908783783784,1249.4614864864866,453,1213,520,1288
8,545.4315960912052,841.1677524429967,527,822,568,865
9,610.239263803681,1001.3205521472393,594,989,627,1015
10,623.2255694342396,1154.9096252755328,604,1134,646,1179
11,677.2636229749631,1177.5891016200294,660,1165,695,1192
12,735.3285382830627,558.3322505800464,703,536,773,584
13,732.2278162366268,666.2101950912523,708,645,762,691
14,743.5308510638298,1227.590425531915,729,1208,761,1248
15,761.5357890330682,826.6404353285893,733,796,796,856
16,789.6965966690803,736.2519913106445,766,718,816,757
17,791.6666666666666,606.0138888888889,773,591,811,622
18,812.6212653778559,812.1265377855888,792,794,836,833
19,813.7486631016043,566.1619556913674,793,546,837,589
20,859.2237410071942,688.873381294964,837,669,883,710
21,867.5477611940298,296.5641791044776,851,284,885,310
22,899.8148496240601,919.3731203007519,879,899,920,940
23,906.9256678281068,836.1114982578397,886,824,929,849
24,909.7178257394085,477.294964028777,891,457,930,500
25,963.5524372230428,1255.1646971935008,945,1233,984,1280
26,991.8765613519471,1214.9015429831006,968,1195,1018,1238
27,1000.5960264900663,700.5165562913908,988,682,1014,720
28,1011.4992764109985,1063.3248914616497,990,1044,1033,1086
