label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,82.52935323383085,1099.8427860696518,58,1086,107,1114
2,80.75730622617534,577.2210927573062,66,559,97,597
3,141.60578842315368,1251.884231536926,123,1231,161,1274
4,275.42921857304646,1269.3873159682898,253,1241,296,1303
5,284.0566948130277,476.4402895054282,265,462,305,491
6,287.4074427480916,1029.7633587786258,270,1011,308,1052
7,315.7276995305164,1249.2347417840376,296,1228,338,1273
8,360.7367601246106,1179.6713395638628,339,1158,384,1202
9,448.73399014778323,258.7185080928923,427,239,474,282
10,464.90171606864277,1173.9227769110764,445,1155,486,1195
11,473.1425035360679,1248.9950495049504,446,1212,506,1286
12,542.1696832579186,123.61764705882354,524,109,563,140
13,610.2923875432526,1051.3122837370242,590,1034,632,1072
14,731.374185136897,556.3507170795307,706,535,755,579
15,746.3425832492431,668.303229061554,719,644,775,693
16,755.1342105263158,1251.2666666666667,734,1233,778,1268
17,763.014272970562,828.3117752007137,736,800,794,858
18,766.8377007607777,1153.526627218935,742,1137,792,1172
19,775.4935064935065,423.74242424242425,757,408,796,442
20,814.5446927374302,586.5642458100559,798,574,833,602
21,821.9304511278195,1383.9718045112782,802,1374,841,1392
22,878.259204712813,690.6752577319587,856,671,902,710
23,911.7104795737123,918.0994671403197,879,889,937,949
24,912.6816187225744,845.8064358849342,885,823,943,871
25,933.2784565916398,729.740192926045,911,708,958,752
26,940.8574490889604,254.9957127545552,924,238,961,275
27,973.1891238670695,1239.1631419939577,945,1219,1001,1263
28,973.2712384851586,327.34493346980554,952,311,994,342
29,991.8246213971665,981.5549584758182,965,956,1024,1007
30,1000.1956834532374,703.8863309352517,987,687,1014,722
