label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,9.064356435643564,571.7805280528053,0,556,23,592
2,40.03419516263553,1080.32693911593,19,1064,65,1101
3,63.34410844629823,787.051094890511,46,768,83,808
4,106.07227332457293,1333.2601839684626,89,1320,124,1348
5,182.7950495049505,866.1881188118812,168,847,201,889
6,305.45858343337335,894.5858343337335,290,879,324,913
7,355.4850894632207,767.6093439363817,337,752,378,786
8,398.6354733405876,747.8335146898803,377,720,421,776
9,515.6607692307692,679.5992307692308,489,662,543,700
10,646.0707497360085,25.607180570221754,626,12,669,42
11,643.4622641509434,891.1482479784366,630,873,658,910
12,749.5389273356401,218.51730103806227,726,198,774,240
13,1020.4410569105692,1258.1626016260163,1002,1240,1040,1278
