label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,34.683185840707964,208.77522123893806,17,185,52,232
2,51.249350649350646,1367.622077922078,37,1352,66,1387
3,94.45890410958904,220.44383561643835,81,203,109,239
4,262.79447852760734,611.0572597137015,246,594,283,631
5,274.0520072992701,376.5100364963504,250,358,297,394
6,328.6454121306376,910.0762052877138,314,897,345,925
7,595.0597014925373,255.77518656716418,577,237,617,278
8,666.6909462219197,1056.2348536419333,648,1033,692,1081
9,754.7911051212938,562.0067385444744,740,547,772,580
10,871.8036809815951,1383.7162576687117,851,1374,897,1392
11,991.4043343653251,944.3219814241486,964,923,1017,967
12,1027.7443082311734,1197.8143607705779,1013,1185,1040,1214
