label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,33.49316317228806,1129.5268915223337,16,1111,55,1151
2,58.9813200498132,722.5031133250311,45,703,73,743
3,61.345736434108524,562.9829457364341,46,549,77,577
4,77.167,1326.378,55,1312,101,1343
5,98.5991452991453,1111.674358974359,80,1092,118,1135
6,111.43790149892934,486.13704496788006,94,470,132,506
7,113.79109225874868,170.0763520678685,100,150,130,193
8,142.70553691275168,1083.4303691275168,125,1063,162,1106
9,178.8266550522648,1187.4651567944252,158,1170,202,1206
10,342.38025594149906,1196.7394881170019,327,1172,360,1222
11,396.79163179916316,1175.8284518828452,378,1156,419,1199
12,564.9063063063063,9.825225225225225,550,0,582,23
13,598.1245634458672,852.6682188591385,577,840,620,867
14,723.8288643533123,996.2279179810726,705,976,745,1018
15,772.3801498127341,529.7574906367041,752,513,796,550
16,907.1191176470588,1107.2279411764705,891,1095,925,1122
17,943.1507430997876,1043.6709129511678,920,1017,969,1071
