label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,294.71488033298647,908.1383975026015,277,891,314,927
2,458.52884615384613,170.44978632478632,441,155,479,190
3,708.4132569558102,107.64075286415712,690,87,733,130
4,711.0494652406417,256.44117647058823,697,240,726,275
5,771.9590592334495,278.8867595818815,754,259,793,302
6,817.9022038567493,468.08677685950414,802,452,835,485
7,844.0597243491577,865.0283307810107,823,844,867,886
8,860.2356020942408,32.026178010471206,842,19,879,46
9,913.5563909774436,993.4015037593985,900,978,928,1009
10,978.8470363288719,111.9206500956023,954,100,1005,125
11,1001.3545878693624,228.82503888024883,980,209,1025,249
12,1028.4945414847161,1234.2609170305677,1014,1213,1040,1258
