label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,28.293658536585365,79.90048780487805,11,60,49,103
2,227.11880341880342,938.2623931623932,209,919,248,960
3,293.9225806451613,901.4443548387097,275,882,316,926
4,336.0748218527316,1007.7304038004751,321,990,353,1027
5,362.42350332594236,911.540280857354,343,888,386,935
6,414.71888412017165,14.033261802575108,397,0,437,34
7,482.1629279811098,811.9256198347107,469,792,497,833
8,498.9166666666667,1286.902380952381,480,1271,519,1304
9,711.0093933463796,885.4297455968689,680,851,743,921
10,701.2742474916388,704.6596989966555,682,685,723,727
11,731.9846860643186,642.4456355283307,720,626,745,660
12,746.9380530973451,1307.4621435594886,724,1294,771,1322
13,750.15625,846.9495192307693,732,823,770,872
14,802.2261831591887,210.1499692685925,779,188,829,235
15,794.0571827057182,949.0251046025105,782,931,807,968
16,832.5221354166666,963.060546875,810,932,854,995
17,831.7570621468926,392.97740112994353,815,375,851,415
18,913.0293963254593,895.3278215223097,848,868,971,922
19,875.4013429752066,446.8982438016529,850,414,901,482
20,967.6981132075472,112.02744425385934,942,98,995,126
21,969.9841059602649,779.5854304635761,951,766,990,794
22,971.1871035940803,191.44397463002113,954,174,991,212
23,979.6389280677009,306.4795486600846,962,293,998,319
24,986.479262672811,1229.1705069124423,974,1213,1001,1246
25,1031.3028286189683,1066.7437603993344,1020,1047,1040,1087
