label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,159.96435643564357,1383.5227722772277,142,1373,177,1392
2,174.74744295830055,602.6852871754523,155,582,198,627
3,299.26660250240616,899.6361886429258,282,882,320,922
4,432.38227848101263,1094.6978902953585,413,1074,455,1118
5,514.0143329658214,606.393605292172,496,590,534,624
6,679.6475265017668,851.1810954063604,658,829,702,875
7,692.0900621118012,1265.141304347826,670,1247,716,1285
8,706.1036866359447,124.03456221198157,689,107,726,144
9,774.1820448877805,907.4139650872818,761,889,789,927
10,804.4921956295525,803.8017689906347,779,778,835,829
11,824.9442922374429,1200.6831050228311,802,1183,849,1219
12,851.0897435897435,355.82336182336184,835,342,868,371
13,901.6413043478261,1015.6494565217391,889,997,914,1035
14,974.1612284069098,111.62092130518234,950,98,1000,125
15,1027.3333333333333,1172.4311251314407,1011,1153,1040,1196
