label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,7.9144385026737964,799.4224598930481,0,783,21,820
2,94.22847399829497,987.3034953111679,78,965,116,1011
3,214.32894736842104,424.75350877192983,196,406,237,448
4,280.0243161094225,887.5881458966566,266,873,296,904
5,693.9161873459326,211.73377156943303,672,195,720,230
6,798.664406779661,937.4203389830509,778,924,821,952
7,904.4068512435476,842.2261848897232,868,817,941,867
8,915.1971631205673,974.7730496453901,901,959,931,992
9,975.6944444444445,111.9375,951,100,1001,124
10,1007.1511936339523,990.9429708222812,994,972,1021,1011
