label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,232.7702205882353,382.5523897058824,215,365,255,404
2,271.92787177203917,927.1522707034728,253,909,293,948
3,288.265243902439,886.2408536585366,272,868,306,907
4,446.2509897070467,249.68962787015045,426,230,469,272
5,489.8459016393443,939.9680327868853,473,919,510,962
6,599.7786666666667,1242.788,586,1225,615,1261
7,902.8084795321637,846.7076023391813,886,833,920,861
8,918.8678571428571,960.6630952380953,903,943,937,981
9,980.8939256572983,112.10335448776065,954,101,1009,125
10,1032.6907894736842,114.06359649122807,1024,96,1040,133
