label,Centroid-0,Centroid-1,bbox-0,bbox-1,bbox-2,bbox-3
1,195.73581973581975,1252.7070707070707,177,1231,217,1276
2,297.2480181200453,901.951302378256,282,884,315,922
3,655.7156802928615,835.6192800488102,630,811,684,856
4,685.0482789450157,300.9633437639696,660,273,710,331
5,709.1970310391363,123.70985155195682,692,109,728,140
6,728.2935103244838,324.55309734513276,712,312,746,338
7,771.5276995305164,906.7549295774647,750,888,792,929
8,778.6551094890511,68.8485401459854,760,50,799,89
9,897.2943871706758,1373.9415807560138,879,1356,917,1392
10,896.2119113573407,1027.6842105263158,884,1010,909,1047
11,903.3383991894631,429.8267477203647,888,407,918,454
12,930.6670305676856,299.0578602620087,909,285,954,313
13,954.0566448801743,743.9694989106754,937,724,972,765
14,967.5218631178707,113.82224334600761,947,99,992,132
15,981.6557550158395,1371.7972544878564,961,1355,1003,1390
16,994.2056074766355,753.2289719626168,982,738,1008,769
